TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
367.900,-3.982884E+006,-1.811175E+006,4.700900E+006,1233.22,55.3554,1.220765E+006,175908.,4128.95,11.1091,-7.924265E-002,4.537321E-014,1.48350,-9.81790,193.945,12.6778
368.000,-3.983202E+006,-1.811246E+006,4.700656E+006,1233.63,55.3927,1.221168E+006,175972.,4128.81,11.1022,-7.887234E-002,4.170933E-014,1.47666,-9.82964,193.944,12.6791
368.100,-3.983519E+006,-1.811317E+006,4.700412E+006,1234.03,55.4298,1.221570E+006,176035.,4128.68,11.0954,-7.850450E-002,4.112779E-014,1.46986,-9.84138,193.944,12.6805
368.200,-3.983837E+006,-1.811387E+006,4.700169E+006,1234.44,55.4669,1.221973E+006,176099.,4128.55,11.0886,-7.813912E-002,3.751558E-014,1.46311,-9.85312,193.944,12.6819
368.300,-3.984154E+006,-1.811458E+006,4.699925E+006,1234.85,55.5039,1.222376E+006,176163.,4128.42,11.0818,-7.777618E-002,4.385308E-014,1.45641,-9.86484,193.944,12.6833
368.400,-3.984471E+006,-1.811528E+006,4.699681E+006,1235.26,55.5408,1.222778E+006,176227.,4128.29,11.0751,-7.741565E-002,4.218849E-014,1.44975,-9.87655,193.943,12.6846
368.500,-3.984789E+006,-1.811599E+006,4.699437E+006,1235.66,55.5776,1.223181E+006,176290.,4128.16,11.0684,-7.705752E-002,4.360960E-014,1.44313,-9.88826,193.943,12.6860
368.600,-3.985106E+006,-1.811669E+006,4.699193E+006,1236.07,55.6144,1.223584E+006,176354.,4128.03,11.0618,-7.670178E-002,4.333591E-014,1.43656,-9.89996,193.943,12.6874
368.700,-3.985423E+006,-1.811739E+006,4.698949E+006,1236.48,55.6510,1.223986E+006,176418.,4127.90,11.0552,-7.634840E-002,4.017297E-014,1.43003,-9.91165,193.942,12.6887
368.800,-3.985740E+006,-1.811810E+006,4.698705E+006,1236.89,55.6876,1.224389E+006,176482.,4127.77,11.0487,-7.599736E-002,4.044645E-014,1.42354,-9.92333,193.942,12.6901
