TTIME_S,TRXI_M,TRYI_M,TRZI_M,TGRNKM_KM,TALTKM_KM,TDRNGE_M,TCRNGE_M,TVRMAG_M/S,TAIMAG_M/S2,TABXB_M/S2,TABYB_M/S2,TABZB_M/S2,TPITCH_DEG,THEADG_DEG,TAMACH
789.400,-4.927735E+006,-2.488575E+006,3.254895E+006,3046.56,35.9819,3.046282E+006,-42736.6,3221.89,9.95466,-0.760216,9.59263,-8.65595,10.1638,199.003,10.3787
789.500,-4.927882E+006,-2.488645E+006,3.254621E+006,3046.88,35.9818,3.046602E+006,-42723.0,3221.48,9.94634,-0.760083,9.58414,-8.66100,10.1723,199.012,10.3774
789.600,-4.928029E+006,-2.488715E+006,3.254346E+006,3047.20,35.9817,3.046922E+006,-42709.2,3221.07,9.93804,-0.759950,9.57567,-8.66600,10.1808,199.021,10.3761
789.700,-4.928177E+006,-2.488784E+006,3.254072E+006,3047.52,35.9816,3.047242E+006,-42695.4,3220.67,9.92978,-0.759816,9.56723,-8.67095,10.1893,199.030,10.3747
789.800,-4.928324E+006,-2.488853E+006,3.253798E+006,3047.84,35.9816,3.047562E+006,-42681.4,3220.26,9.92154,-0.759682,9.55881,-8.67586,10.1977,199.038,10.3734
789.900,-4.928471E+006,-2.488923E+006,3.253524E+006,3048.16,35.9815,3.047882E+006,-42667.4,3219.85,9.91333,-0.759547,9.55042,-8.68073,10.2061,199.047,10.3721
790.000,-4.928618E+006,-2.488992E+006,3.253249E+006,3048.48,35.9815,3.048202E+006,-42653.3,3219.44,9.90516,-0.759413,9.54205,-8.68555,10.2145,199.056,10.3708
790.100,-4.928766E+006,-2.489061E+006,3.252975E+006,3048.80,35.9814,3.048522E+006,-42639.1,3219.04,9.89702,-0.759278,9.53371,-8.69032,10.2228,199.065,10.3695
790.200,-4.928913E+006,-2.489130E+006,3.252701E+006,3049.12,35.9814,3.048841E+006,-42624.8,3218.63,9.88891,-0.759142,9.52540,-8.69504,10.2311,199.074,10.3682
790.300,-4.929060E+006,-2.489199E+006,3.252427E+006,3049.44,35.9813,3.049161E+006,-42610.4,3218.22,9.88083,-0.759007,9.51712,-8.69972,10.2393,199.083,10.3669
790.400,-4.929207E+006,-2.489268E+006,3.252153E+006,3049.76,35.9813,3.049481E+006,-42595.9,3217.82,9.87279,-0.758871,9.50887,-8.70434,10.2475,199.092,10.3656
790.500,-4.929355E+006,-2.489336E+006,3.251879E+006,3050.07,35.9812,3.049800E+006,-42581.4,3217.41,9.86478,-0.758734,9.50064,-8.70892,10.2556,199.101,10.3643
